Tempo;Distanza;Missile_X;Missile_Y;Missile_Z;Vel_Totale;Target_X;Target_Y;Target_Z;guide_force m/s^2;Densità_Aria_kg_m3;Temperatura_Kelvin;Temp_Ristagno_K;Temp_Skin_K;Mach;Pressione_Dinamica_Pa;Pressione_Locale_Pa;Spinta_Motore_N;Spinta_Base_N;Cd_Totale;Cl_Attuale;Fuel_kg;stato sicurezza
5,540;1409,85;548,09;67,08;3347,10;1249,47;1914,72;161,28;3657,01;207,22;0,877317;266,41;1043,37;482,09;3,819;684826;67091;0;0;0,7831;1,3195;0,00;OK
5,550;1404,49;560,23;68,19;3349,76;1248,24;1921,36;162,91;3659,50;207,52;0,877075;266,39;1041,83;482,59;3,815;683292;67069;0;0;0,7859;1,3244;0,00;OK
5,560;1399,14;572,35;69,31;3352,43;1247,01;1928,01;164,54;3662,00;207,81;0,876833;266,38;1040,28;483,09;3,811;681758;67046;0;0;0,7887;1,3293;0,00;OK
5,570;1393,81;584,46;70,44;3355,12;1245,78;1934,65;166,19;3664,51;208,11;0,876590;266,36;1038,74;483,58;3,808;680225;67023;0;0;0,7916;1,3342;0,00;OK
5,580;1388,49;596,55;71,59;3357,81;1244,55;1941,30;167,85;3667,03;208,39;0,876345;266,34;1037,20;484,07;3,804;678693;67000;0;0;0,7944;1,3390;0,00;OK
5,590;1383,20;608,62;72,75;3360,52;1243,32;1947,94;169,52;3669,56;208,67;0,876100;266,32;1035,65;484,56;3,800;677161;66976;0;0;0,7973;1,3438;0,00;OK
5,600;1377,91;620,68;73,92;3363,24;1242,09;1954,58;171,20;3672,10;208,95;0,875854;266,31;1034,11;485,05;3,797;675631;66953;0;0;0,8002;1,3487;0,00;OK
5,610;1372,65;632,72;75,10;3365,97;1240,86;1961,22;172,90;3674,66;209,22;0,875606;266,29;1032,57;485,54;3,793;674102;66930;0;0;0,8030;1,3535;0,00;OK
5,620;1367,40;644,74;76,29;3368,71;1239,63;1967,87;174,61;3677,22;209,49;0,875358;266,27;1031,04;486,02;3,790;672573;66906;0;0;0,8059;1,3583;0,00;OK
5,630;1362,17;656,75;77,50;3371,46;1238,40;1974,51;176,33;3679,80;209,75;0,875109;266,25;1029,50;486,50;3,786;671046;66883;0;0;0,8088;1,3631;0,00;OK
5,640;1356,96;668,74;78,72;3374,23;1237,17;1981,15;178,06;3682,38;210,00;0,874858;266,24;1027,96;486,98;3,782;669519;66859;0;0;0,8116;1,3679;0,00;OK
5,650;1351,76;680,71;79,95;3377,01;1235,93;1987,79;179,80;3684,98;210,26;0,874607;266,22;1026,43;487,45;3,779;667994;66835;0;0;0,8145;1,3726;0,00;OK
5,660;1346,58;692,67;81,20;3379,79;1234,70;1994,43;181,55;3687,59;210,50;0,874355;266,20;1024,89;487,93;3,775;666470;66812;0;0;0,8174;1,3774;0,00;OK
5,670;1341,41;704,61;82,45;3382,59;1233,47;2001,07;183,32;3690,21;210,74;0,874101;266,18;1023,36;488,40;3,771;664947;66788;0;0;0,8203;1,3821;0,00;OK
5,680;1336,27;716,53;83,72;3385,41;1232,23;2007,71;185,10;3692,84;210,98;0,873847;266,16;1021,83;488,86;3,768;663424;66764;0;0;0,8231;1,3868;0,00;OK
5,690;1331,14;728,44;85,00;3388,23;1231,00;2014,35;186,88;3695,48;211,21;0,873592;266,14;1020,30;489,33;3,764;661903;66740;0;0;0,8260;1,3916;0,00;OK
5,700;1326,03;740,33;86,30;3391,06;1229,77;2020,99;188,69;3698,13;211,44;0,873335;266,13;1018,77;489,79;3,760;660384;66716;0;0;0,8289;1,3962;0,00;OK
5,710;1320,93;752,20;87,60;3393,91;1228,53;2027,63;190,50;3700,79;211,52;0,873078;266,11;1017,24;490,25;3,757;658865;66691;0;0;0,8312;1,4000;0,00;LIMIT_AERO
5,720;1315,85;764,06;88,92;3396,76;1227,30;2034,26;192,32;3703,46;211,03;0,872820;266,09;1015,72;490,71;3,753;657348;66667;0;0;0,8312;1,4000;0,00;LIMIT_AERO
5,730;1310,79;775,90;90,25;3399,63;1226,07;2040,90;194,16;3706,15;210,54;0,872561;266,07;1014,19;491,17;3,749;655833;66642;0;0;0,8312;1,4000;0,00;LIMIT_AERO
5,740;1305,75;787,72;91,59;3402,51;1224,84;2047,54;196,01;3708,84;210,06;0,872301;266,05;1012,67;491,62;3,746;654323;66618;0;0;0,8312;1,4000;0,00;LIMIT_AERO
5,750;1300,72;799,53;92,95;3405,40;1223,61;2054,18;197,87;3711,55;209,58;0,872039;266,03;1011,16;492,07;3,742;652819;66593;0;0;0,8312;1,4000;0,00;LIMIT_AERO
5,760;1295,71;811,32;94,32;3408,30;1222,39;2060,81;199,74;3714,26;209,10;0,871777;266,01;1009,66;492,52;3,739;651320;66569;0;0;0,8312;1,4000;0,00;LIMIT_AERO
5,770;1290,72;823,09;95,70;3411,22;1221,17;2067,45;201,62;3716,99;208,62;0,871514;266,00;1008,16;492,97;3,735;649827;66544;0;0;0,8312;1,4000;0,00;LIMIT_AERO
5,780;1285,75;834,85;97,09;3414,14;1219,96;2074,08;203,52;3719,73;208,14;0,871250;265,98;1006,66;493,41;3,731;648339;66519;0;0;0,8312;1,4000;0,00;LIMIT_AERO
5,790;1280,79;846,58;98,49;3417,08;1218,75;2080,72;205,43;3722,47;207,66;0,870985;265,96;1005,17;493,85;3,728;646857;66494;0;0;0,8312;1,4000;0,00;LIMIT_AERO
5,800;1275,85;858,31;99,91;3420,02;1217,54;2087,35;207,34;3725,23;207,19;0,870720;265,94;1003,69;494,29;3,724;645380;66469;0;0;0,8312;1,4000;0,00;LIMIT_AERO
5,810;1270,93;870,01;101,34;3422,98;1216,34;2093,99;209,28;3728,00;206,72;0,870453;265,92;1002,22;494,73;3,721;643908;66444;0;0;0,8312;1,4000;0,00;LIMIT_AERO
5,820;1266,02;881,70;102,78;3425,94;1215,14;2100,62;211,22;3730,78;206,25;0,870185;265,90;1000,75;495,17;3,717;642442;66418;0;0;0,8312;1,4000;0,00;LIMIT_AERO
5,830;1261,13;893,37;104,23;3428,92;1213,94;2107,26;213,17;3733,57;205,78;0,869917;265,88;999,28;495,60;3,714;640981;66393;0;0;0,8312;1,4000;0,00;LIMIT_AERO
5,840;1256,26;905,03;105,70;3431,91;1212,75;2113,89;215,14;3736,38;205,31;0,869647;265,86;997,83;496,03;3,710;639526;66368;0;0;0,8312;1,4000;0,00;LIMIT_AERO
5,850;1251,41;916,67;107,17;3434,91;1211,57;2120,52;217,12;3739,19;204,84;0,869377;265,84;996,37;496,46;3,707;638076;66342;0;0;0,8312;1,4000;0,00;LIMIT_AERO
5,860;1246,57;928,29;108,66;3437,92;1210,38;2127,15;219,10;3742,01;204,38;0,869105;265,82;994,93;496,89;3,703;636630;66317;0;0;0,8312;1,4000;0,00;LIMIT_AERO
5,870;1241,75;939,90;110,16;3440,94;1209,20;2133,79;221,11;3744,85;203,92;0,868833;265,80;993,49;497,31;3,700;635190;66291;0;0;0,8312;1,4000;0,00;LIMIT_AERO
5,880;1236,95;951,49;111,68;3443,97;1208,02;2140,42;223,12;3747,69;203,46;0,868560;265,78;992,05;497,73;3,696;633755;66265;0;0;0,8312;1,4000;0,00;LIMIT_AERO
5,890;1232,16;963,06;113,20;3447,01;1206,85;2147,05;225,14;3750,55;203,00;0,868286;265,76;990,62;498,15;3,693;632326;66239;0;0;0,8312;1,4000;0,00;LIMIT_AERO
5,900;1227,39;974,62;114,74;3450,06;1205,68;2153,68;227,18;3753,42;202,54;0,868011;265,74;989,20;498,57;3,689;630901;66214;0;0;0,8312;1,4000;0,00;LIMIT_AERO
5,910;1222,64;986,16;116,29;3453,12;1204,52;2160,31;229,23;3756,29;202,09;0,867736;265,72;987,78;498,98;3,686;629481;66188;0;0;0,8312;1,4000;0,00;LIMIT_AERO
5,920;1217,91;997,68;117,85;3456,20;1203,35;2166,94;231,29;3759,18;201,63;0,867459;265,70;986,37;499,40;3,683;628066;66162;0;0;0,8312;1,4000;0,00;LIMIT_AERO
5,930;1213,19;1009,19;119,42;3459,28;1202,19;2173,57;233,36;3762,08;201,18;0,867182;265,68;984,96;499,81;3,679;626656;66135;0;0;0,8312;1,4000;0,00;LIMIT_AERO
5,940;1208,49;1020,68;121,01;3462,37;1201,04;2180,20;235,44;3764,98;200,73;0,866904;265,66;983,55;500,22;3,676;625251;66109;0;0;0,8312;1,4000;0,00;LIMIT_AERO
5,950;1203,81;1032,15;122,60;3465,47;1199,89;2186,83;237,54;3767,88;200,28;0,866624;265,64;982,16;500,62;3,672;623851;66083;0;0;0,8312;1,4000;0,00;LIMIT_AERO
5,960;1199,14;1043,61;124,21;3468,58;1198,74;2193,46;239,65;3770,78;199,83;0,866345;265,62;980,77;501,03;3,669;622455;66057;0;0;0,8312;1,4000;0,00;LIMIT_AERO
5,970;1194,48;1055,05;125,83;3471,71;1197,59;2200,08;241,77;3773,68;199,38;0,866064;265,60;979,38;501,43;3,666;621065;66030;0;0;0,8312;1,4000;0,00;LIMIT_AERO
5,980;1189,84;1066,48;127,46;3474,84;1196,45;2206,71;243,90;3776,58;198,94;0,865782;265,58;978,00;501,83;3,662;619680;66004;0;0;0,8312;1,4000;0,00;LIMIT_AERO
5,990;1185,22;1077,89;129,11;3477,98;1195,31;2213,34;246,04;3779,48;198,50;0,865500;265,56;976,62;502,23;3,659;618299;65977;0;0;0,8312;1,4000;0,00;LIMIT_AERO
6,000;1180,60;1089,28;130,76;3481,13;1194,18;2219,97;248,19;3782,38;198,05;0,865217;265,54;975,25;502,63;3,656;616924;65950;0;0;0,8312;1,4000;0,00;LIMIT_AERO
6,010;1176,01;1100,66;132,43;3484,29;1193,04;2226,59;250,36;3785,28;197,61;0,864933;265,52;973,89;503,02;3,652;615554;65924;0;0;0,8312;1,4000;0,00;LIMIT_AERO
6,020;1171,42;1112,02;134,11;3487,46;1191,92;2233,22;252,54;3788,18;197,18;0,864648;265,50;972,53;503,41;3,649;614188;65897;0;0;0,8312;1,4000;0,00;LIMIT_AERO
6,030;1166,85;1123,36;135,80;3490,63;1190,79;2239,84;254,73;3791,08;196,74;0,864363;265,48;971,18;503,80;3,646;612828;65870;0;0;0,8312;1,4000;0,00;LIMIT_AERO
6,040;1162,30;1134,69;137,51;3493,82;1189,67;2246,47;256,93;3793,98;196,30;0,864077;265,46;969,83;504,19;3,642;611472;65843;0;0;0,8312;1,4000;0,00;LIMIT_AERO
6,050;1157,76;1146,00;139,22;3497,02;1188,55;2253,09;259,14;3796,88;195,87;0,863790;265,44;968,48;504,58;3,639;610121;65816;0;0;0,8312;1,4000;0,00;LIMIT_AERO
