Tempo;Distanza;Missile_X;Missile_Y;Missile_Z;Vel_Totale;Target_X;Target_Y;Target_Z;guide_force m/s^2;Densità_Aria_kg_m3;Temperatura_Kelvin;Temp_Ristagno_K;Temp_Skin_K;Mach;Pressione_Dinamica_Pa;Pressione_Locale_Pa;Spinta_Motore_N;Spinta_Base_N;Cd_Totale;Cl_Attuale;Fuel_kg;stato sicurezza
6,500;967,95;1638,98;229,52;3648,09;1141,48;2550,80;370,92;3927,38;177,84;0,850296;264,46;912,91;520,05;3,501;553953;64549;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
6,510;964,05;1649,59;231,82;3651,57;1140,49;2557,40;373,67;3930,28;177,47;0,849987;264,44;911,77;520,35;3,499;552800;64520;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
6,520;960,16;1660,19;234,13;3655,06;1139,51;2564,01;376,44;3933,18;177,10;0,849677;264,41;910,64;520,65;3,496;551650;64491;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
6,530;956,29;1670,77;236,46;3658,55;1138,54;2570,61;379,22;3936,08;176,73;0,849368;264,39;909,51;520,95;3,493;550503;64462;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
6,540;952,43;1681,33;238,80;3662,04;1137,56;2577,22;382,01;3938,98;176,36;0,849058;264,37;908,38;521,25;3,490;549361;64433;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
6,550;948,59;1691,88;241,15;3665,54;1136,59;2583,82;384,81;3941,88;176,00;0,848747;264,35;907,26;521,55;3,487;548222;64404;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
6,560;944,75;1702,42;243,52;3669,04;1135,62;2590,43;387,62;3944,78;175,63;0,848437;264,32;906,14;521,85;3,484;547087;64374;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
6,570;940,94;1712,94;245,90;3672,54;1134,65;2597,03;390,45;3947,68;175,27;0,848126;264,30;905,03;522,14;3,482;545955;64345;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
6,580;937,13;1723,45;248,29;3676,05;1133,69;2603,64;393,28;3950,58;174,91;0,847815;264,28;903,91;522,44;3,479;544828;64316;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
6,590;933,34;1733,94;250,70;3679,55;1132,73;2610,24;396,13;3953,48;174,55;0,847504;264,26;902,81;522,73;3,476;543703;64287;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
6,600;929,56;1744,42;253,11;3683,07;1131,77;2616,84;398,99;3956,38;174,19;0,847193;264,23;901,70;523,02;3,473;542583;64258;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
6,610;925,80;1754,88;255,54;3686,58;1130,81;2623,44;401,87;3959,28;173,83;0,846881;264,21;900,60;523,31;3,470;541465;64229;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
6,620;922,05;1765,33;257,99;3690,10;1129,85;2630,05;404,75;3962,18;173,47;0,846570;264,19;899,50;523,60;3,468;540352;64200;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
6,630;918,31;1775,77;260,44;3693,62;1128,90;2636,65;407,65;3965,08;173,12;0,846258;264,16;898,41;523,88;3,465;539242;64170;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
6,640;914,59;1786,19;262,91;3697,15;1127,95;2643,25;410,55;3967,98;172,76;0,845946;264,14;897,32;524,17;3,462;538135;64141;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
6,650;910,88;1796,60;265,39;3700,68;1127,00;2649,85;413,47;3970,88;172,41;0,845633;264,12;896,23;524,45;3,459;537032;64112;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
6,660;907,18;1806,99;267,89;3704,21;1126,05;2656,45;416,40;3973,78;172,05;0,845321;264,10;895,14;524,73;3,456;535932;64083;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
6,670;903,50;1817,37;270,39;3707,74;1125,11;2663,05;419,35;3976,68;171,70;0,845008;264,07;894,06;525,02;3,454;534836;64053;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
6,680;899,83;1827,73;272,91;3711,28;1124,17;2669,65;422,30;3979,58;171,35;0,844696;264,05;892,99;525,29;3,451;533743;64024;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
6,690;896,18;1838,08;275,45;3714,81;1123,23;2676,25;425,27;3982,48;171,00;0,844383;264,03;891,91;525,57;3,448;532654;63995;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
6,700;892,53;1848,42;277,99;3718,35;1122,29;2682,85;428,25;3985,38;170,65;0,844070;264,00;890,84;525,85;3,446;531568;63966;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
6,710;888,91;1858,74;280,55;3721,90;1121,35;2689,45;431,24;3988,28;170,30;0,843757;263,98;889,77;526,12;3,443;530485;63936;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
6,720;885,29;1869,05;283,12;3725,44;1120,42;2696,04;434,24;3991,18;169,96;0,843444;263,96;888,71;526,40;3,440;529406;63907;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
6,730;881,69;1879,34;285,70;3728,99;1119,49;2702,64;437,25;3994,08;169,61;0,843130;263,93;887,65;526,67;3,437;528330;63878;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
6,740;878,10;1889,62;288,30;3732,54;1118,56;2709,24;440,28;3996,98;169,27;0,842817;263,91;886,59;526,94;3,435;527257;63848;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
6,750;874,53;1899,89;290,91;3736,09;1117,63;2715,84;443,31;3999,88;168,92;0,842504;263,89;885,53;527,21;3,432;526187;63819;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
6,760;870,97;1910,14;293,53;3739,64;1116,71;2722,43;446,36;4002,78;168,58;0,842190;263,87;884,48;527,47;3,429;525121;63790;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
6,770;867,42;1920,38;296,16;3743,20;1115,79;2729,03;449,42;4005,68;168,24;0,841876;263,84;883,43;527,74;3,427;524058;63760;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
6,780;863,89;1930,60;298,81;3746,75;1114,86;2735,62;452,50;4008,58;167,90;0,841562;263,82;882,39;528,01;3,424;522998;63731;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
6,790;860,37;1940,81;301,47;3750,31;1113,94;2742,22;455,58;4011,48;167,56;0,841249;263,80;881,35;528,27;3,421;521941;63702;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
6,800;856,86;1951,01;304,14;3753,87;1113,03;2748,81;458,68;4014,38;167,22;0,840935;263,77;880,31;528,53;3,419;520888;63672;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
6,810;853,37;1961,19;306,82;3757,43;1112,11;2755,41;461,78;4017,28;166,89;0,840621;263,75;879,27;528,79;3,416;519837;63643;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
6,820;849,89;1971,36;309,52;3761,00;1111,20;2762,00;464,90;4020,18;166,55;0,840307;263,73;878,24;529,05;3,413;518790;63614;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
6,830;846,42;1981,52;312,23;3764,56;1110,29;2768,60;468,04;4023,08;166,21;0,839993;263,70;877,21;529,31;3,411;517746;63584;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
6,840;842,97;1991,66;314,95;3768,13;1109,38;2775,19;471,18;4025,98;165,88;0,839679;263,68;876,18;529,57;3,408;516705;63555;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
6,850;839,53;2001,78;317,69;3771,70;1108,47;2781,78;474,33;4028,88;165,55;0,839365;263,66;875,15;529,82;3,405;515667;63525;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
6,860;836,11;2011,90;320,43;3775,27;1107,57;2788,37;477,50;4031,78;165,21;0,839050;263,63;874,13;530,07;3,403;514632;63496;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
6,870;832,70;2022,00;323,19;3778,84;1106,66;2794,97;480,68;4034,68;164,88;0,838736;263,61;873,11;530,33;3,400;513600;63467;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
6,880;829,30;2032,08;325,96;3782,41;1105,76;2801,56;483,87;4037,58;164,55;0,838422;263,59;872,09;530,58;3,397;512571;63437;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
6,890;825,92;2042,16;328,75;3785,98;1104,86;2808,15;487,07;4040,48;164,22;0,838108;263,56;871,08;530,83;3,395;511545;63408;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
6,900;822,54;2052,22;331,54;3789,55;1103,96;2814,74;490,28;4043,38;163,90;0,837794;263,54;870,07;531,08;3,392;510522;63379;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
6,910;819,19;2062,26;334,35;3793,13;1103,06;2821,33;493,51;4046,28;163,57;0,837479;263,52;869,06;531,32;3,390;509502;63349;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
6,920;815,84;2072,29;337,17;3796,70;1102,17;2827,92;496,75;4049,18;163,24;0,837165;263,49;868,06;531,57;3,387;508485;63320;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
6,930;812,51;2082,31;340,01;3800,28;1101,28;2834,51;500,00;4052,08;162,92;0,836851;263,47;867,05;531,82;3,384;507470;63291;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
6,940;809,20;2092,32;342,85;3803,86;1100,38;2841,10;503,26;4054,98;162,59;0,836537;263,45;866,05;532,06;3,382;506459;63261;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
6,950;805,90;2102,31;345,71;3807,44;1099,50;2847,69;506,53;4057,88;162,27;0,836222;263,42;865,06;532,30;3,379;505450;63232;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
6,960;802,61;2112,29;348,58;3811,01;1098,61;2854,28;509,81;4060,78;161,94;0,835908;263,40;864,06;532,54;3,377;504445;63203;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
6,970;799,33;2122,25;351,46;3814,59;1097,72;2860,86;513,11;4063,68;161,62;0,835594;263,38;863,07;532,78;3,374;503442;63173;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
6,980;796,07;2132,20;354,35;3818,17;1096,84;2867,45;516,42;4066,58;161,30;0,835280;263,36;862,08;533,02;3,372;502442;63144;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
6,990;792,82;2142,14;357,26;3821,75;1095,95;2874,04;519,74;4069,48;160,98;0,834966;263,33;861,09;533,26;3,369;501444;63115;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
7,000;789,59;2152,06;360,18;3825,33;1095,07;2880,63;523,07;4072,38;160,66;0,834652;263,31;860,11;533,49;3,366;500450;63085;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
7,010;786,37;2161,97;363,11;3828,92;1094,19;2887,21;526,41;4075,28;160,34;0,834338;263,29;859,13;533,73;3,364;499458;63056;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
7,020;783,16;2171,87;366,05;3832,50;1093,31;2893,80;529,77;4078,18;160,03;0,834024;263,26;858,15;533,96;3,361;498469;63027;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
7,030;779,96;2181,75;369,01;3836,08;1092,44;2900,38;533,13;4081,08;159,71;0,833710;263,24;857,17;534,19;3,359;497483;62997;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
7,040;776,78;2191,62;371,97;3839,66;1091,56;2906,97;536,51;4083,98;159,39;0,833397;263,22;856,20;534,43;3,356;496499;62968;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
7,050;773,62;2201,48;374,95;3843,24;1090,69;2913,55;539,90;4086,88;159,08;0,833083;263,19;855,22;534,66;3,354;495518;62939;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
7,060;770,47;2211,32;377,94;3846,83;1089,82;2920,14;543,31;4089,78;158,76;0,832769;263,17;854,25;534,88;3,351;494539;62910;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
7,070;767,33;2221,15;380,94;3850,41;1088,95;2926,72;546,72;4092,68;158,45;0,832456;263,15;853,29;535,11;3,349;493564;62880;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
7,080;764,20;2230,97;383,96;3853,99;1088,08;2933,31;550,15;4095,58;158,14;0,832142;263,12;852,32;535,34;3,346;492591;62851;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
7,090;761,09;2240,77;386,98;3857,58;1087,21;2939,89;553,58;4098,48;157,83;0,831829;263,10;851,36;535,56;3,344;491620;62822;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
7,100;757,99;2250,57;390,02;3861,16;1086,34;2946,47;557,03;4101,38;157,52;0,831515;263,08;850,40;535,79;3,341;490652;62793;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
7,110;754,91;2260,34;393,07;3864,74;1085,48;2953,05;560,49;4104,28;157,21;0,831202;263,05;849,44;536,01;3,339;489686;62763;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
7,120;751,84;2270,11;396,13;3868,32;1084,61;2959,64;563,97;4107,18;156,90;0,830889;263,03;848,49;536,23;3,336;488724;62734;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
7,130;748,78;2279,86;399,21;3871,91;1083,75;2966,22;567,45;4110,08;156,59;0,830576;263,01;847,53;536,45;3,334;487763;62705;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
7,140;745,74;2289,60;402,29;3875,49;1082,89;2972,80;570,95;4112,98;156,28;0,830263;262,98;846,58;536,67;3,331;486805;62676;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
7,150;742,71;2299,32;405,39;3879,07;1082,03;2979,38;574,45;4115,88;155,97;0,829950;262,96;845,63;536,89;3,329;485850;62647;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
7,160;739,69;2309,03;408,50;3882,65;1081,17;2985,96;577,97;4118,78;155,67;0,829638;262,94;844,68;537,10;3,326;484897;62618;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
7,170;736,69;2318,73;411,62;3886,23;1080,32;2992,54;581,51;4121,68;155,36;0,829325;262,91;843,74;537,32;3,324;483946;62588;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
7,180;733,70;2328,41;414,75;3889,81;1079,46;2999,12;585,05;4124,58;155,06;0,829013;262,89;842,80;537,53;3,321;482998;62559;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
7,190;730,73;2338,09;417,89;3893,39;1078,61;3005,70;588,60;4127,48;154,76;0,828700;262,87;841,86;537,75;3,319;482052;62530;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
7,200;727,77;2347,75;421,05;3896,97;1077,75;3012,28;592,17;4130,38;154,45;0,828388;262,84;840,92;537,96;3,316;481109;62501;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
7,210;724,82;2357,39;424,21;3900,55;1076,90;3018,86;595,75;4133,28;154,15;0,828076;262,82;839,98;538,17;3,314;480168;62472;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
7,220;721,89;2367,02;427,39;3904,13;1076,05;3025,43;599,34;4136,18;153,85;0,827764;262,80;839,05;538,38;3,311;479229;62443;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
7,230;718,97;2376,64;430,58;3907,71;1075,20;3032,01;602,94;4139,08;153,55;0,827452;262,77;838,11;538,59;3,309;478293;62414;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
7,240;716,06;2386,25;433,78;3911,29;1074,35;3038,59;606,56;4141,98;153,25;0,827141;262,75;837,18;538,80;3,306;477359;62385;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
7,250;713,17;2395,84;436,99;3914,86;1073,51;3045,17;610,18;4144,88;152,95;0,826829;262,73;836,26;539,00;3,304;476427;62356;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
7,260;710,30;2405,43;440,22;3918,44;1072,66;3051,74;613,82;4147,78;152,65;0,826518;262,70;835,33;539,21;3,301;475497;62327;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
7,270;707,43;2414,99;443,45;3922,01;1071,82;3058,32;617,47;4150,68;152,35;0,826207;262,68;834,40;539,41;3,299;474570;62298;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
7,280;704,58;2424,55;446,70;3925,59;1070,97;3064,89;621,13;4153,58;152,06;0,825896;262,66;833,48;539,62;3,296;473645;62269;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
7,290;701,75;2434,09;449,95;3929,16;1070,13;3071,47;624,80;4156,48;151,76;0,825585;262,63;832,56;539,82;3,294;472722;62240;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
7,300;698,93;2443,62;453,22;3932,74;1069,29;3078,04;628,49;4159,38;151,46;0,825274;262,61;831,64;540,02;3,292;471802;62211;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
7,310;696,12;2453,13;456,50;3936,31;1068,45;3084,62;632,18;4162,28;151,17;0,824963;262,59;830,72;540,22;3,289;470883;62182;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
7,320;693,32;2462,64;459,79;3939,88;1067,61;3091,19;635,89;4165,18;150,88;0,824653;262,56;829,81;540,42;3,287;469967;62153;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
7,330;690,55;2472,13;463,10;3943,45;1066,77;3097,77;639,61;4168,08;150,58;0,824343;262,54;828,90;540,61;3,284;469053;62124;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
7,340;687,78;2481,61;466,41;3947,02;1065,94;3104,34;643,34;4170,98;150,29;0,824033;262,52;827,98;540,81;3,282;468141;62096;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
7,350;685,03;2491,07;469,73;3950,58;1065,10;3110,91;647,09;4173,88;150,00;0,823723;262,49;827,07;541,01;3,279;467231;62067;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
7,360;682,29;2500,52;473,07;3954,15;1064,26;3117,48;650,84;4176,78;149,71;0,823413;262,47;826,17;541,20;3,277;466323;62038;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
7,370;679,57;2509,96;476,42;3957,71;1063,43;3124,06;654,61;4179,68;149,42;0,823104;262,45;825,26;541,39;3,274;465417;62009;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
7,380;676,86;2519,39;479,77;3961,28;1062,60;3130,63;658,39;4182,58;149,12;0,822795;262,42;824,35;541,59;3,272;464514;61980;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
7,390;674,16;2528,80;483,14;3964,84;1061,76;3137,20;662,18;4185,48;148,84;0,822486;262,40;823,45;541,78;3,270;463612;61952;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
7,400;671,48;2538,20;486,52;3968,40;1060,93;3143,77;665,98;4188,38;148,55;0,822177;262,38;822,55;541,97;3,267;462712;61923;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
7,410;668,81;2547,59;489,91;3971,96;1060,10;3150,34;669,80;4191,28;148,26;0,821868;262,36;821,65;542,16;3,265;461815;61894;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
7,420;666,16;2556,96;493,31;3975,52;1059,27;3156,91;673,62;4194,18;147,97;0,821560;262,33;820,75;542,35;3,262;460919;61865;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
7,430;663,52;2566,32;496,73;3979,08;1058,44;3163,48;677,46;4197,08;147,68;0,821251;262,31;819,85;542,53;3,260;460025;61837;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
7,440;660,90;2575,67;500,15;3982,63;1057,62;3170,05;681,31;4199,98;147,40;0,820943;262,29;818,96;542,72;3,258;459134;61808;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
7,450;658,29;2585,01;503,58;3986,19;1056,79;3176,62;685,17;4202,88;147,11;0,820635;262,26;818,07;542,90;3,255;458244;61780;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
7,460;655,69;2594,33;507,03;3989,74;1055,96;3183,19;689,04;4205,78;146,83;0,820328;262,24;817,17;543,09;3,253;457356;61751;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
7,470;653,11;2603,64;510,48;3993,29;1055,14;3189,75;692,93;4208,68;146,54;0,820020;262,22;816,28;543,27;3,250;456470;61722;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
7,480;650,54;2612,94;513,95;3996,84;1054,31;3196,32;696,82;4211,58;146,26;0,819713;262,19;815,39;543,45;3,248;455586;61694;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
7,490;647,99;2622,23;517,43;4000,39;1053,49;3202,89;700,72;4214,48;145,98;0,819406;262,17;814,51;543,63;3,246;454703;61665;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
7,500;645,45;2631,50;520,91;4003,94;1052,66;3209,46;704,62;4217,38;145,69;0,819099;262,15;813,62;543,81;3,243;453823;61637;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
7,510;642,92;2640,76;524,41;4007,48;1051,84;3216,02;708,52;4220,28;145,41;0,818793;262,12;812,74;543,99;3,241;452944;61608;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
7,520;640,40;2650,01;527,92;4011,03;1051,02;3222,59;712,42;4223,18;145,13;0,818487;262,10;811,85;544,17;3,238;452068;61580;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
7,530;637,89;2659,24;531,44;4014,57;1050,20;3229,15;716,32;4226,08;144,85;0,818180;262,08;810,97;544,35;3,236;451193;61551;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
7,540;635,39;2668,46;534,97;4018,11;1049,38;3235,72;720,22;4228,98;144,57;0,817875;262,06;810,09;544,52;3,234;450319;61523;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
7,550;632,90;2677,67;538,51;4021,65;1048,56;3242,28;724,12;4231,88;144,29;0,817569;262,03;809,21;544,70;3,231;449448;61495;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
7,560;630,43;2686,87;542,06;4025,19;1047,74;3248,85;728,02;4234,78;144,01;0,817264;262,01;808,33;544,87;3,229;448579;61466;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
7,570;627,96;2696,05;545,62;4028,72;1046,92;3255,41;731,92;4237,68;143,73;0,816958;261,99;807,46;545,04;3,227;447711;61438;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
7,580;625,51;2705,22;549,19;4032,26;1046,10;3261,98;735,82;4240,58;143,45;0,816653;261,96;806,58;545,22;3,224;446846;61410;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
7,590;623,06;2714,38;552,77;4035,79;1045,29;3268,54;739,72;4243,48;143,18;0,816349;261,94;805,71;545,39;3,222;445982;61381;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
7,600;620,63;2723,53;556,36;4039,32;1044,47;3275,10;743,62;4246,38;142,90;0,816044;261,92;804,84;545,56;3,219;445120;61353;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
7,610;618,20;2732,66;559,96;4042,85;1043,66;3281,66;747,52;4249,28;142,62;0,815740;261,89;803,97;545,73;3,217;444260;61325;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
7,620;615,79;2741,78;563,57;4046,38;1042,84;3288,23;751,42;4252,18;142,35;0,815436;261,87;803,10;545,89;3,215;443401;61296;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
7,630;613,39;2750,89;567,19;4049,90;1042,03;3294,79;755,32;4255,08;142,07;0,815132;261,85;802,23;546,06;3,212;442545;61268;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
7,640;611,00;2759,98;570,82;4053,43;1041,22;3301,35;759,22;4257,98;141,80;0,814828;261,83;801,37;546,23;3,210;441690;61240;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
7,650;608,62;2769,07;574,46;4056,95;1040,40;3307,91;763,12;4260,88;141,52;0,814525;261,80;800,51;546,39;3,208;440838;61212;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
7,660;606,24;2778,14;578,11;4060,47;1039,59;3314,47;767,02;4263,78;141,25;0,814222;261,78;799,64;546,56;3,205;439987;61184;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
7,670;603,88;2787,19;581,78;4063,99;1038,78;3321,03;770,92;4266,68;140,98;0,813919;261,76;798,78;546,72;3,203;439138;61156;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
7,680;601,53;2796,24;585,45;4067,51;1037,97;3327,59;774,82;4269,58;140,71;0,813616;261,73;797,92;546,88;3,200;438291;61128;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
7,690;599,19;2805,27;589,13;4071,03;1037,17;3334,15;778,72;4272,48;140,44;0,813314;261,71;797,06;547,04;3,198;437446;61100;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
7,700;596,86;2814,29;592,82;4074,54;1036,36;3340,71;782,62;4275,38;140,16;0,813011;261,69;796,21;547,20;3,196;436603;61071;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
7,710;594,54;2823,30;596,52;4078,06;1035,55;3347,27;786,52;4278,28;139,89;0,812709;261,67;795,35;547,36;3,193;435761;61043;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
7,720;592,23;2832,29;600,23;4081,57;1034,75;3353,82;790,42;4281,18;139,62;0,812407;261,64;794,50;547,52;3,191;434922;61015;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
7,730;589,93;2841,27;603,95;4085,08;1033,94;3360,38;794,32;4284,08;139,36;0,812106;261,62;793,65;547,68;3,189;434084;60987;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
7,740;587,64;2850,24;607,68;4088,59;1033,14;3366,94;798,22;4286,98;139,09;0,811804;261,60;792,80;547,83;3,186;433249;60960;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
7,750;585,36;2859,19;611,42;4092,10;1032,33;3373,50;802,12;4289,88;138,82;0,811503;261,57;791,95;547,99;3,184;432415;60932;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
7,760;583,09;2868,14;615,16;4095,60;1031,53;3380,05;806,02;4292,78;138,55;0,811202;261,55;791,10;548,14;3,182;431583;60904;0;0;0,8312;1,4000;0,00;DANGER_OVERCLOCK_AERO
